,date,Hour,Motor_Operating_Rate,Current_Unit_Price,Human_Energy_Cost,AI_Energy_Cost,Realtime_Savings_Won,PSI,AI_PSI
0,2018-01-01 00:00:00,0,3.570322980084615,117.3,401.166,361.5945030927658,39.57149690723418,31.57426634578201,13.327457411268357
1,2018-01-01 00:15:00,0,3.04406150036116,117.3,371.841,350.21118700504303,21.62981299495698,31.302414906619294,10.006821040000451
2,2018-01-01 00:30:00,0,4.60220823444433,117.3,469.2,408.7842231988907,60.4157768011093,32.10080232439097,14.983484388971213
3,2018-01-01 00:45:00,0,3.3845836342998656,117.3,380.052,358.49830398559567,21.553696014404352,31.77834446584856,13.787153784277761
4,2018-01-01 01:00:00,1,3.6735115055205867,117.3,388.263,425.96113522052764,-37.69813522052766,31.928420070308096,11.851274568359136
5,2018-01-01 01:15:00,1,4.643483644618718,117.3,448.08599999999996,398.69651112556454,49.389488874435415,32.4119367297814,15.527445793808129
6,2018-01-01 01:30:00,1,3.6735115055205867,117.3,384.74399999999997,395.4723373174667,-10.728337317466753,31.876944070384685,12.53361097710821
7,2018-01-01 01:45:00,1,4.272004953049221,117.3,422.28,395.6806038379669,26.599396162033088,32.150420751192726,15.615115807273622
8,2018-01-01 02:00:00,2,4.4164688886595815,117.3,422.28,399.30215363502504,22.977846364974937,32.19850997946959,15.475695226035272
9,2018-01-01 02:15:00,2,3.7560623258693635,117.3,384.74399999999997,400.93371920585633,-16.189719205856363,31.840784778961172,12.414418001635317
10,2018-01-01 02:30:00,2,4.870498400577856,117.3,443.39399999999995,396.05817954540254,47.33582045459741,32.450859785389355,15.569880139884441
11,2018-01-01 02:45:00,2,4.158497575069653,117.3,405.858,389.01842436790463,16.839575632095375,32.09055514008407,12.752696999238735
12,2018-01-01 03:00:00,3,3.7560623258693635,117.3,380.052,399.82979757785796,-19.77779757785794,31.91111340118732,12.410983993539123
13,2018-01-01 03:15:00,3,5.128469714167784,117.3,464.508,427.46836173534393,37.03963826465605,32.657171211356946,14.723461740389311
14,2018-01-01 03:30:00,3,3.8592508513053354,117.3,388.263,415.9737669467926,-27.710766946792603,32.00762751319488,11.971616412482803
15,2018-01-01 03:45:00,3,3.9727582292849033,117.3,388.263,417.2497664451599,-28.9867664451599,32.07355033896514,11.93787189789514
