,date,Hour,Current_Unit_Price,Human_Energy_Cost,AI_Energy_Cost,Realtime_Savings_Won,PSI,AI_PSI
0,2018-01-01 00:00:00,0,117.3,401.166,361.5945030927658,39.57149690723418,31.57426634578201,13.327457411268357
1,2018-01-01 00:15:00,0,117.3,371.841,350.21118700504303,21.62981299495698,31.302414906619294,10.006821040000451
2,2018-01-01 00:30:00,0,117.3,469.2,408.7842231988907,60.4157768011093,32.10080232439097,14.983484388971213
3,2018-01-01 00:45:00,0,117.3,380.052,358.49830398559567,21.553696014404352,31.77834446584856,13.787153784277761
4,2018-01-01 01:00:00,1,117.3,388.263,425.96113522052764,-37.69813522052766,31.928420070308096,11.851274568359136
5,2018-01-01 01:15:00,1,117.3,448.08599999999996,398.69651112556454,49.389488874435415,32.4119367297814,15.527445793808129
6,2018-01-01 01:30:00,1,117.3,384.74399999999997,395.4723373174667,-10.728337317466753,31.876944070384685,12.53361097710821
7,2018-01-01 01:45:00,1,117.3,422.28,395.6806038379669,26.599396162033088,32.150420751192726,15.615115807273622
8,2018-01-01 02:00:00,2,117.3,422.28,399.30215363502504,22.977846364974937,32.19850997946959,15.475695226035272
9,2018-01-01 02:15:00,2,117.3,384.74399999999997,400.93371920585633,-16.189719205856363,31.840784778961172,12.414418001635317
10,2018-01-01 02:30:00,2,117.3,443.39399999999995,396.05817954540254,47.33582045459741,32.450859785389355,15.569880139884441
11,2018-01-01 02:45:00,2,117.3,405.858,389.01842436790463,16.839575632095375,32.09055514008407,12.752696999238735
12,2018-01-01 03:00:00,3,117.3,380.052,399.82979757785796,-19.77779757785794,31.91111340118732,12.410983993539123
13,2018-01-01 03:15:00,3,117.3,464.508,427.46836173534393,37.03963826465605,32.657171211356946,14.723461740389311
14,2018-01-01 03:30:00,3,117.3,388.263,415.9737669467926,-27.710766946792603,32.00762751319488,11.971616412482803
15,2018-01-01 03:45:00,3,117.3,388.263,417.2497664451599,-28.9867664451599,32.07355033896514,11.93787189789514
16,2018-01-01 04:00:00,4,117.3,456.297,423.8775750875473,32.41942491245271,32.70989658642031,14.82065054568902
17,2018-01-01 04:15:00,4,117.3,384.74399999999997,409.0913233280182,-24.347323328018206,32.049464538910364,12.156085227513877
18,2018-01-01 04:30:00,4,117.3,417.588,421.12684614658355,-3.5388461465835235,32.26752442963326,14.895701748486477
19,2018-01-01 04:45:00,4,117.3,438.702,420.88563508987426,17.816364910125742,32.37684819030611,14.86808394400459
20,2018-01-01 05:00:00,5,117.3,388.263,387.8365321397781,0.42646786022186234,31.849475284865747,12.786973971117664
21,2018-01-01 05:15:00,5,117.3,417.588,420.95141229629513,-3.3634122962951096,32.08402154787475,11.875000855257644
22,2018-01-01 05:30:00,5,117.3,417.588,427.4435554504394,-9.855555450439397,32.094016287638865,14.724130122908244
23,2018-01-01 05:45:00,5,117.3,384.74399999999997,418.74208681583406,-33.998086815834085,31.739106317872324,11.898585782760673
24,2018-01-01 06:00:00,6,117.3,443.39399999999995,395.59717977046967,47.79682022953028,32.19323400285957,15.61755019948561
25,2018-01-01 06:15:00,6,117.3,392.955,391.8873956680298,1.0676043319701876,31.851989981144182,12.670039049802368
26,2018-01-01 06:30:00,6,117.3,380.052,401.25511021614074,-21.203110216140715,31.716149597853953,12.371250900149436
27,2018-01-01 06:45:00,6,117.3,456.297,418.16667609214784,38.13032390785219,32.34734609434352,14.977051725527913
28,2018-01-01 07:00:00,7,117.3,388.263,423.07560775279995,-34.81260775279998,31.840441082000883,11.785590254423445
29,2018-01-01 07:15:00,7,117.3,384.74399999999997,423.5688249349594,-38.82482493495945,31.82692275871083,11.772831534956282
30,2018-01-01 07:30:00,7,117.3,451.605,433.8145756959915,17.790424304008525,32.55557691011342,14.553844372053495
31,2018-01-01 07:45:00,7,117.3,375.36,422.5845160245895,-47.22451602458949,31.935082903372514,11.798314580229642
32,2018-01-01 08:00:00,8,117.3,388.263,759.9037061691284,-371.64070616912846,32.01555027093755,3.9754994366559253
33,2018-01-01 08:15:00,8,117.3,443.39399999999995,837.9273867130279,-394.53338671302794,32.54534116981935,9.35278341427581
34,2018-01-01 08:30:00,8,117.3,384.74399999999997,770.9842010021209,-386.24020100212095,31.972583115268876,2.7600124961771795
35,2018-01-01 08:45:00,8,117.3,409.377,736.5745558261871,-327.19755582618706,32.340842406357865,5.008469900306917
36,2018-01-01 09:00:00,9,163.4,635.6260000000001,1622.4852254867553,-986.8592254867552,30.931977059911052,2.061279614111083
37,2018-01-01 09:15:00,9,163.4,588.24,1539.539049911499,-951.299049911499,31.026752864057467,2.676436604112086
38,2018-01-01 09:30:00,9,163.4,658.5020000000001,1600.0286647796631,-941.5266647796631,30.962311112188118,2.4360898030399754
39,2018-01-01 09:45:00,9,163.4,640.528,1464.6465002059938,-824.1185002059938,29.940047953695068,0.6622411308131173
40,2018-01-01 10:00:00,10,210.3,765.4920000000001,2054.1964877128603,-1288.70448771286,29.936761658690692,0.6261365041368371
41,2018-01-01 10:15:00,10,210.3,855.9210000000002,2029.0668073654176,-1173.1458073654176,29.946183106481623,0.5765294181553354
42,2018-01-01 10:30:00,10,210.3,780.2130000000001,1998.831529426575,-1218.6185294265747,29.939439643861654,0.36681211886996895
43,2018-01-01 10:45:00,10,210.3,757.08,1875.0186318397523,-1117.9386318397524,29.93756770666054,2.4204199522652736
44,2018-01-01 11:00:00,11,210.3,885.363,1362.871859550476,-477.508859550476,29.946878544552156,0.1623515717747484
45,2018-01-01 11:15:00,11,210.3,733.9470000000001,1743.3198051452637,-1009.3728051452636,29.842342518373993,0.5775857327521097
46,2018-01-01 11:30:00,11,210.3,727.638,1766.0187260627747,-1038.3807260627746,29.825055075460945,0.6457068543235401
47,2018-01-01 11:45:00,11,210.3,841.2,1772.9465909957887,-931.7465909957887,29.846217024733917,0.4347852305088089
48,2018-01-01 12:00:00,12,163.4,570.2660000000001,792.6743317604065,-222.40833176040644,29.81791992728283,0.8090731617514667
49,2018-01-01 12:15:00,12,163.4,588.24,823.3344271659852,-235.09442716598517,29.919302274784815,0.3931434695130927
50,2018-01-01 12:30:00,12,163.4,694.45,1093.5239759445192,-399.07397594451913,29.94582970733828,0.5488526329415053
51,2018-01-01 12:45:00,12,163.4,599.678,1079.503448867798,-479.82544886779795,29.935497879182964,0.2912662575673639
52,2018-01-01 13:00:00,13,163.4,599.678,1462.054105949402,-862.3761059494019,29.935349929580948,0.2918741930047388
53,2018-01-01 13:15:00,13,163.4,694.45,1210.7045284271242,-516.2545284271241,29.946234177440274,0.2091119847306006
54,2018-01-01 13:30:00,13,163.4,594.7760000000001,1182.485126399994,-587.7091263999939,29.936256566185417,0.23456830001896223
55,2018-01-01 13:45:00,13,163.4,599.678,1366.94349899292,-767.26549899292,29.936658096201064,0.7102700521338915
56,2018-01-01 14:00:00,14,163.4,699.3520000000001,1525.1638528823853,-825.8118528823852,29.946023655963504,1.5553742306627845
57,2018-01-01 14:15:00,14,163.4,594.7760000000001,1494.7399963378907,-899.9639963378906,29.93600105448963,0.5518662179099424
58,2018-01-01 14:30:00,14,163.4,617.652,1480.8551975250246,-863.2031975250245,29.939154447317534,1.7947002430052912
59,2018-01-01 14:45:00,14,163.4,669.9399999999999,960.1259217262268,-290.18592172622687,29.945277636807504,0.7432942387655455
60,2018-01-01 15:00:00,15,163.4,594.7760000000001,826.7051941871644,-231.92919418716428,29.936110803949454,0.6045014913862491
61,2018-01-01 15:15:00,15,163.4,640.528,1584.6260780334474,-944.0980780334473,29.94037560566661,0.4809006454998004
62,2018-01-01 15:30:00,15,163.4,669.9399999999999,1350.0341882705688,-680.0941882705689,29.943422556394033,0.6396228907240598
63,2018-01-01 15:45:00,15,163.4,588.24,1649.0323337554933,-1060.7923337554932,29.937177026759226,0.8796097024994903
64,2018-01-01 16:00:00,16,163.4,647.064,829.2894852638245,-182.22548526382457,29.942966559226022,0.5718255760926041
65,2018-01-01 16:15:00,16,163.4,653.6,1493.4830684661865,-839.8830684661865,29.943266875525854,0.34068738429983236
66,2018-01-01 16:30:00,16,163.4,588.24,1658.5710231781006,-1070.3310231781006,29.937177026759226,0.7809957200466324
67,2018-01-01 16:45:00,16,163.4,665.0380000000001,1606.0734811782838,-941.0354811782837,29.944548927733567,1.4814523384129465
68,2018-01-01 17:00:00,17,210.3,803.346,1892.679944229126,-1089.333944229126,29.941430550415486,1.911735309776818
69,2018-01-01 17:15:00,17,210.3,748.668,2139.779877090454,-1391.111877090454,29.938371358330784,0.4943175193381333
70,2018-01-01 17:30:00,17,210.3,862.23,1241.0146001815797,-378.78460018157966,29.948459720358304,0.1267019641866216
71,2018-01-01 17:45:00,17,210.3,757.08,2273.0085579872134,-1515.9285579872135,29.939184802637396,0.7714930705256471
72,2018-01-01 18:00:00,18,210.3,757.08,1854.651595401764,-1097.5715954017642,29.939050375557173,0.784813129626379
