,date,Hour,Motor_Operating_Rate,Current_Unit_Price,Human_Energy_Cost,AI_Energy_Cost,Realtime_Savings_Won,PSI,AI_PSI
0,2018-01-01 00:00:00,0,3.570322980084615,62.5,213.75,192.6654428243637,21.08455717563629,31.57426634578201,13.327457411268357
1,2018-01-01 00:15:00,0,3.04406150036116,62.5,198.125,186.60016357898712,11.524836421012878,31.302414906619294,10.006821040000451
2,2018-01-01 00:30:00,0,4.60220823444433,62.5,250.0,217.80915558338165,32.19084441661835,32.10080232439097,14.983484388971213
3,2018-01-01 00:45:00,0,3.3845836342998656,62.5,202.5,191.01572036743164,11.48427963256836,31.77834446584856,13.787153784277761
4,2018-01-01 01:00:00,1,3.6735115055205867,62.5,206.875,226.9613891839981,-20.086389183998108,31.928420070308096,11.851274568359136
5,2018-01-01 01:15:00,1,4.643483644618718,62.5,238.75,212.43420243263245,26.315797567367554,32.4119367297814,15.527445793808129
6,2018-01-01 01:30:00,1,3.6735115055205867,62.5,205.0,210.71629226207733,-5.7162922620773315,31.876944070384685,12.53361097710821
7,2018-01-01 01:45:00,1,4.272004953049221,62.5,225.0,210.82726120948792,14.172738790512085,32.150420751192726,15.615115807273622
8,2018-01-01 02:00:00,2,4.4164688886595815,62.5,225.0,212.7569019794464,12.243098020553589,32.19850997946959,15.475695226035272
9,2018-01-01 02:15:00,2,3.7560623258693635,62.5,205.0,213.62623572349548,-8.626235723495483,31.840784778961172,12.414418001635317
10,2018-01-01 02:30:00,2,4.870498400577856,62.5,236.25,211.02844178676605,25.221558213233948,32.450859785389355,15.569880139884441
11,2018-01-01 02:45:00,2,4.158497575069653,62.5,216.25,207.27750658988953,8.972493410110474,32.09055514008407,12.752696999238735
12,2018-01-01 03:00:00,3,3.7560623258693635,62.5,202.5,213.03804218769073,-10.538042187690735,31.91111340118732,12.410983993539123
13,2018-01-01 03:15:00,3,5.128469714167784,62.5,247.5,227.76447236537933,19.735527634620667,32.657171211356946,14.723461740389311
14,2018-01-01 03:30:00,3,3.8592508513053354,62.5,206.875,221.63990139961243,-14.764901399612427,32.00762751319488,11.971616412482803
15,2018-01-01 03:45:00,3,3.9727582292849033,62.5,206.875,222.31978178024292,-15.44478178024292,32.07355033896514,11.93787189789514
16,2018-01-01 04:00:00,4,5.159426271798576,62.5,243.125,225.85122287273407,17.27377712726593,32.70989658642031,14.82065054568902
17,2018-01-01 04:15:00,4,3.9418016716541118,62.5,205.0,217.9727852344513,-12.972785234451294,32.049464538910364,12.156085227513877
18,2018-01-01 04:30:00,4,4.4164688886595815,62.5,222.5,224.3855744600296,-1.885574460029602,32.26752442963326,14.895701748486477
19,2018-01-01 04:45:00,4,4.684759054793107,62.5,233.75,224.25705194473267,9.492948055267334,32.37684819030611,14.86808394400459
20,2018-01-01 05:00:00,5,3.714786915694975,62.5,206.875,206.64776861667633,0.22723138332366943,31.849475284865747,12.786973971117664
21,2018-01-01 05:15:00,5,4.199772985244041,62.5,222.5,224.2920994758606,-1.7920994758605957,32.08402154787475,11.875000855257644
22,2018-01-01 05:30:00,5,4.230729542874832,62.5,222.5,227.7512550354004,-5.251255035400391,32.094016287638865,14.724130122908244
23,2018-01-01 05:45:00,5,3.6012795377154063,62.5,205.0,223.11492264270782,-18.114922642707825,31.739106317872324,11.898585782760673
24,2018-01-01 06:00:00,6,4.45774429883397,62.5,236.25,210.78281104564667,25.467188954353333,32.19323400285957,15.61755019948561
25,2018-01-01 06:15:00,6,3.7560623258693635,62.5,209.375,208.80615711212158,0.568842887878418,31.851989981144182,12.670039049802368
26,2018-01-01 06:30:00,6,3.4568156021050465,62.5,202.5,213.79747986793518,-11.29747986793518,31.716149597853953,12.371250900149436
27,2018-01-01 06:45:00,6,4.60220823444433,62.5,243.125,222.8083312511444,20.31666874885559,32.34734609434352,14.977051725527913
28,2018-01-01 07:00:00,7,3.6425549478897943,62.5,206.875,225.4239171743393,-18.548917174339294,31.840441082000883,11.785590254423445
29,2018-01-01 07:15:00,7,3.6012795377154063,62.5,205.0,225.686714053154,-20.68671405315399,31.82692275871083,11.772831534956282
30,2018-01-01 07:30:00,7,4.901454958208648,62.5,240.625,231.14587366580963,9.479126334190369,32.55557691011342,14.553844372053495
31,2018-01-01 07:45:00,7,3.714786915694975,62.5,200.0,225.16225278377533,-25.16225278377533,31.935082903372514,11.798314580229642
32,2018-01-01 08:00:00,8,3.9005262614797234,62.5,206.875,200.55772364139557,6.317276358604431,32.01555027093755,13.091123165074247
33,2018-01-01 08:15:00,8,4.901454958208648,62.5,236.25,211.88192069530487,24.36807930469513,32.54534116981935,15.55750278729306
34,2018-01-01 08:30:00,8,3.8592508513053354,62.5,205.0,207.11751282215118,-2.117512822151184,31.972583115268876,12.727169100663996
35,2018-01-01 08:45:00,8,4.60220823444433,62.5,218.125,198.011577129364,20.113422870635986,32.340842406357865,16.338065559293725
36,2018-01-01 09:00:00,9,0.0,108.6,422.454,1074.9944440841675,-652.5404440841676,30.931977059911052,2.890348167370723
37,2018-01-01 09:15:00,9,0.0,108.6,390.96,1061.0171819686889,-670.0571819686888,31.026752864057467,2.2586906768753674
38,2018-01-01 09:30:00,9,0.0,108.6,437.658,928.1122232437133,-490.4542232437133,30.962311112188118,3.0247422718780412
39,2018-01-01 09:45:00,9,0.0,108.6,425.712,1093.6648332595826,-667.9528332595826,29.940047953695068,1.4392487214690912
40,2018-01-01 10:00:00,10,0.0,155.5,566.02,1284.480456352234,-718.4604563522339,29.936761658690692,1.861889011610807
41,2018-01-01 10:15:00,10,0.0,155.5,632.885,858.3241834640503,-225.4391834640503,29.946183106481623,4.311744884327174
42,2018-01-01 10:30:00,10,0.0,155.5,576.905,1297.3687443733215,-720.4637443733216,29.939439643861654,0.7512782092123512
43,2018-01-01 10:45:00,10,0.0,155.5,559.8000000000001,1472.9623074531555,-913.1623074531554,29.93756770666054,0.7920854757482148
44,2018-01-01 11:00:00,11,0.0,155.5,654.655,1276.2418522834778,-621.5868522834778,29.946878544552156,0.4349348015221062
45,2018-01-01 11:15:00,11,0.0,155.5,542.695,1253.1365385055542,-710.4415385055541,29.842342518373993,0.34351288059663576
46,2018-01-01 11:30:00,11,0.0,155.5,538.03,1267.3325037956238,-729.3025037956238,29.825055075460945,0.2256582026643235
47,2018-01-01 11:45:00,11,0.0,155.5,622.0,1321.7289419174194,-699.7289419174194,29.846217024733917,0.38455375129920266
48,2018-01-01 12:00:00,12,0.0,108.6,379.014,709.6925943374633,-330.6785943374633,29.81791992728283,0.5431522517992512
49,2018-01-01 12:15:00,12,0.0,108.6,390.96,699.4457333564758,-308.4857333564758,29.919302274784815,0.45193332970387656
50,2018-01-01 12:30:00,12,0.0,108.6,461.54999999999995,776.5580034255981,-315.0080034255982,29.94582970733828,2.9591156869753217
51,2018-01-01 12:45:00,12,0.0,108.6,398.56199999999995,731.669528388977,-333.1075283889771,29.935497879182964,0.8913720549390808
52,2018-01-01 13:00:00,13,0.0,108.6,398.56199999999995,971.7201707839965,-573.1581707839966,29.935349929580948,0.8566268624648095
53,2018-01-01 13:15:00,13,0.0,108.6,461.54999999999995,1067.4375297546387,-605.8875297546388,29.946234177440274,1.4212214928884288
54,2018-01-01 13:30:00,13,0.0,108.6,395.304,785.9111672401427,-390.60716724014276,29.936256566185417,0.8112796544396954
55,2018-01-01 13:45:00,13,0.0,108.6,398.56199999999995,1017.7605405807494,-619.1985405807495,29.936658096201064,0.4993746954651377
56,2018-01-01 14:00:00,14,0.0,108.6,464.808,1197.2544742584228,-732.4464742584228,29.946023655963504,0.9806457856266536
57,2018-01-01 14:15:00,14,0.0,108.6,395.304,1131.7023204803465,-736.3983204803466,29.93600105448963,0.4800528735931652
58,2018-01-01 14:30:00,14,0.0,108.6,410.508,1076.906639099121,-666.398639099121,29.939154447317534,0.3385535976268829
59,2018-01-01 14:45:00,14,0.0,108.6,445.25999999999993,1079.9961032867432,-634.7361032867432,29.945277636807504,0.35505037944753426
